date,open,high,low,close,volume
2021-07-23,108.44966920224547,108.44966920224547,106.31109549897482,107.65692138671875,5773900
2021-07-26,106.73512278857095,107.0208782702105,105.88706927141729,106.60607147216797,6440600
2021-07-27,106.30188856565546,106.37563419306032,103.28760813137521,104.66108703613281,11127500
2021-07-28,105.02979589880138,106.47702026228484,104.97448316830956,106.07142639160156,6819700
2021-07-29,106.92869954853559,107.95189714994054,106.56919844888189,107.06697082519531,7162000
2021-07-30,106.46781094067217,108.23766377234062,106.18205543019226,107.51866149902344,6482600
2021-08-02,108.31142472119676,109.12260562560901,107.53711663509019,107.72147369384766,6028800
2021-08-03,108.13626848792241,109.36226318646054,107.70302171229086,109.15025329589844,5874700
2021-08-04,109.1686893580339,110.20110708670646,109.03041805904118,109.4544448852539,4254000
2021-08-05,109.75863270232382,109.91533688165664,108.99353766284725,109.89690399169922,4452300
2021-08-06,109.1133802334281,109.32539012350779,108.26531957479884,108.96588897705078,4338100
2021-08-09,109.15946995946733,109.50053822770712,108.14549214957094,108.97511291503906,4280200
2021-08-10,109.23320110404603,109.74019345814308,105.15885048068807,107.26055145263672,5132800
2021-08-11,107.3896142225756,108.11783648484138,106.19127236664048,106.91949462890625,4490400
2021-08-12,106.51390401541357,106.88261808180614,105.49070630580314,106.65216827392578,6338400
2021-08-13,106.07142243034647,106.48622921331295,105.53677726309752,106.4677963256836,4593200
2021-08-16,106.09909456042263,106.44938278396253,105.1772952905097,105.66584777832031,5435900
2021-08-17,104.8362207433071,104.94683214067166,102.0892561735198,102.42110443115234,13398800
2021-08-18,103.00183537420094,104.16330427601154,101.7481879636557,101.81271362304688,9167300
2021-08-19,100.4761188967862,102.29206455621906,99.25934416026438,101.87725067138672,12146900
2021-08-20,100.60517204395757,101.13059734800272,99.30543872669654,99.6649398803711,13042000
2021-08-23,101.4716561615496,102.62390514494446,100.72499403802635,102.2828369140625,9533500
2021-08-24,103.07558054011594,104.22782947614512,103.057147651558,103.34290313720703,6719800
2021-08-25,106.66139900101538,109.86004378248519,106.56922047511343,107.878173828125,22106800
2021-08-26,108.75387528868629,109.19633497682477,107.25133805609244,108.86448669433594,9892100
2021-08-27,109.07648431349403,109.9706305257552,108.48653347849529,109.22396850585938,6827700
2021-08-30,109.58348464464531,110.1550026714743,109.20555063561605,109.68488311767578,6434200
2021-08-31,110.62512255252,111.35334475517949,109.41756083361315,109.70332336425781,8424900
2021-09-01,110.81871002343162,111.86956063485702,110.21031912588515,111.0399398803711,8603900
2021-09-02,111.48241040167885,111.8972172765815,111.03994364004818,111.3441390991211,6866400
2021-09-03,112.0723670278528,114.74558655816061,111.77739151619772,114.27546691894531,10361400
2021-09-07,114.87463328683586,115.48301717832926,114.20171669176537,114.94837188720703,9739900
2021-09-08,113.35365338508753,113.51035756763154,111.74972468066692,112.35810852050781,7983300
2021-09-09,112.63466215629583,113.83299706321945,112.34889958228736,113.08634185791016,5101300
2021-09-10,113.39975396114201,114.6165288327603,113.2799225763632,113.35366821289062,5163900
2021-09-13,113.32600367329879,114.39528716161747,112.64386715490608,113.95282745361328,6622800
2021-09-14,113.9620286815947,113.9620286815947,112.82821964257387,113.4642562866211,5110500
2021-09-15,112.8374444761758,112.92040302920243,111.42708577979461,111.99860382080078,5566500
2021-09-16,111.0702545390602,112.11616356043997,110.46862258130896,111.80146789550781,7301400
2021-09-17,111.2461013279523,111.50526408642341,108.93213803923814,108.9876708984375,10722700
2021-09-20,106.62744269567203,107.37717172391342,105.10023232843008,106.1646499633789,8991000
2021-09-21,107.04394483376022,107.2475747362383,106.02580238302544,106.40528869628906,8182200
2021-09-22,106.65519981111422,107.59003590237978,106.35901279040179,107.24757385253906,5345600
2021-09-23,108.2657099570065,108.2657099570065,106.98839776736288,107.54375457763672,5484700
2021-09-24,107.36790980583046,107.88623538654234,106.93288352416594,107.03469848632812,4455900
2021-09-27,107.09022672256665,107.89548855349311,106.45157760584469,107.50674438476562,5198800
2021-09-28,105.82219402753584,106.47935889828834,103.52673883446961,103.5730209350586,9792300
2021-09-29,103.94324879088181,104.45231655105101,102.75849348387426,103.31385040283203,6522400
2021-09-30,104.06358463415125,104.91512165325146,103.34162902832031,103.34162902832031,6433400
2021-10-01,103.66556060048177,103.94323903389542,102.09206830888682,103.25830078125,5315200
2021-10-04,102.73998809892797,103.13799013709279,100.44453300544455,100.9073257446289,8514500
2021-10-05,101.62927249414666,102.13834019083464,101.09243130564892,101.12945556640625,8039600
2021-10-06,100.37048524075102,101.37011212785293,99.57448121433126,101.20350646972656,7553600
2021-10-07,102.73997415794767,103.39713891101873,102.26792365076913,102.58262634277344,7821900
2021-10-08,102.72147776563484,102.80477706768917,101.36086600549402,101.85142517089844,5143400
2021-10-11,101.88844043050453,103.39714205926768,101.72183477946609,102.05504608154297,5318500
2021-10-12,102.2494108788061,102.76773639548085,100.48153953754604,101.07391357421875,9294600
2021-10-13,101.18498585483138,101.86066623858098,100.8425167477726,101.7958755493164,7845100
2021-10-14,105.6463179362683,106.2016677689057,102.88807737411823,104.18389129638672,16930500
2021-10-15,106.23868798659058,106.39603580520836,104.55412289014107,106.31273651123047,11558800
2021-10-18,104.9798892274796,106.76626924438416,104.9798892274796,106.75701141357422,6773800
2021-10-19,107.18279431290394,108.27498538946453,107.02543942486204,108.2564697265625,5406100
2021-10-20,108.18241694026433,108.32125615993957,106.95139374867261,106.98841094970703,8205800
2021-10-21,106.45155880345888,107.69183961651737,106.08132330078378,107.63630676269531,4640300
2021-10-22,107.59003566744897,108.43232169861875,105.7296142578125,105.7296142578125,6283000
2021-10-25,105.88695661118877,106.0257958144274,104.69295076198483,105.18350982666016,6667700
2021-10-26,106.38677350571912,106.71998476882933,105.25755834314063,105.6833267211914,4852300
2021-10-27,105.54450213786338,106.49785397095339,105.24831509203291,105.28533935546875,5394500
2021-10-28,105.2020274697021,107.38640225776761,105.09095469268642,107.37715148925781,5714300
2021-10-29,105.58152094167787,105.6925937262418,104.79477480390364,105.23905181884766,7118900
2021-11-01,105.12799065744653,105.83143047190615,104.91510290987577,105.6278076171875,4955700
2021-11-02,105.13722959797897,106.25719401203287,105.09095457051775,105.61853790283203,4479700
2021-11-03,104.99842513455651,105.60930791434055,104.3412602534546,105.52600860595703,6073000
2021-11-04,104.93361090573269,109.080229209904,104.04504984055312,109.02469635009766,14682800
2021-11-05,109.37642049943453,110.63521715630367,107.59929829973314,109.0339584350586,8668100
2021-11-08,109.58006487647943,113.1528254093472,108.33978371762052,111.91254425048828,15776300
2021-11-09,112.22723716115352,114.09691668549289,111.22760316834318,112.7177963256836,10874100
2021-11-10,110.70000329956241,111.81070992496943,108.92288117289792,109.40418243408203,9046100
2021-11-11,110.38531935593839,111.50527686866202,109.03396548781758,109.39494323730469,6994000
2021-11-12,109.58006384235178,109.97806587914808,108.54340556794689,109.85774230957031,6947200
2021-11-15,110.44083870546994,110.73702572166395,108.76553155715273,109.33013916015625,5157000
2021-11-16,108.93214361131898,109.57079270974641,108.44158449888346,109.29312133789062,5555100
2021-11-17,109.21906948811157,110.65372958147363,108.76553465139911,110.20018768310547,6391400
2021-11-18,111.042491886358,114.36534039153482,110.88514404853412,114.20799255371094,13229700
2021-11-19,112.94919355704087,115.51306925853847,112.93993572509478,115.01325225830078,9071800
2021-11-22,114.30979983648938,118.55823354203187,114.04137921619521,115.46678161621094,16076100
2021-11-23,113.58784490430803,114.03212195541713,110.62596729640303,112.32904815673828,10984000
2021-11-24,111.07024459633007,111.87550641184961,109.58930941404353,111.72740936279297,6992600
2021-11-26,108.75629397376203,110.18169646132759,107.84921709561783,108.37680053710938,6766900
2021-11-29,109.55228699113422,110.9591736725137,109.12651856043179,110.40382385253906,7634000
2021-11-30,109.31163054542091,111.22759197466125,107.14576417395615,108.43232727050781,10561800
2021-12-01,110.3482943255492,114.31905660399549,110.3482943255492,111.65336608886719,12924400
2021-12-02,111.39419894372394,114.21723717416921,111.08875407387457,112.64373779296875,8425500
2021-12-03,111.99582963094906,112.78257578214107,109.20056492414821,110.45010375976562,7809000
2021-12-06,110.04284224776673,110.60744987902729,107.90474233828695,110.27423858642578,5681200
2021-12-07,111.57006471239188,113.45825977154263,111.31090193083993,113.21760559082031,7459200
2021-12-08,112.5789503509916,113.12504941240564,111.17206364148264,112.7363052368164,5795700
2021-12-09,112.16244384282314,113.00472292071987,110.5982021903137,110.60746002197266,6103900
2021-12-10,111.07024595623828,111.80145925618224,109.44121370494976,110.26498413085938,5973900
2021-12-13,110.01509909369538,110.17244694247736,107.72890165417141,107.75666809082031,5854300
2021-12-14,106.84956073304501,108.27496282826849,106.673697280402,107.63630676269531,6267300
2021-12-15,108.09912664933275,111.54230568812147,107.81219741665257,111.44049072265625,6700700
2021-12-16,111.84570051945792,112.22676374199125,107.94216374738785,108.34181213378906,9116100
2021-12-17,108.08157763201716,109.19687183012998,107.7469879544098,108.10945892333984,11725600
2021-12-20,107.73771114196558,108.38830544989132,105.86959337975843,106.82688903808594,6980800
2021-12-21,107.87711341785847,109.20617609998665,106.95699528126761,109.1504135131836,6122900
2021-12-22,108.66709945918066,112.86805533947158,108.58345559026449,112.7379379272461,9300100
2021-12-23,112.42194750350663,113.19336303744261,111.38100098454959,112.16171264648438,6512500
2021-12-27,112.6635793666755,114.55958499891561,112.64498711362008,114.03910827636719,6309900
2021-12-28,114.67113199315655,114.9313739494279,113.26772152746594,113.44430541992188,6321000
2021-12-29,113.20265040772246,114.45735813750755,112.43123493346563,112.84017944335938,5847700
2021-12-30,112.45912115607948,112.97030181586332,111.70629790336854,111.92005920410156,4187800
2021-12-31,112.7844015904119,113.15616865509074,111.73416619174618,111.81781005859375,3888200
2022-01-03,115.36819458526936,120.44279581583928,115.24737327889926,119.70856475830078,18592000
